id,owner,secret,server,farm,title,ispublic,isfriend,isfamily,license,dateupload,lastupdate,datetaken,datetakengranularity,datetakenunknown,ownername,iconserver,iconfarm,views,tags,machine_tags,latitude,longitude,accuracy,context,place_id,woeid,geo_is_public,geo_is_contact,geo_is_friend,geo_is_family,media,media_status,url_sq,height_sq,width_sq,url_t,height_t,width_t,url_s,height_s,width_s,url_m,height_m,width_m,url_z,height_z,width_z,url_l,height_l,width_l,url_c,height_c,width_c,url_q,height_q,width_q,url_n,height_n,width_n,pathalias,description_content
51794840251,35034347371@N01,3aae853fa4,65535,66,DSC_0268,1,0,0,9,1641153965,1641154006,2022-01-02 11:03:18,0,0,roland,5485,6,24,slushy snowy snow notrainy clouds cloudy notsunny eastvan eastvancouver kensingtoncedarcottage cedarcottage nikon1v2photo nikon1v2 rolandtanglaophoto vancouver nikon30110mm,"",49.254200,-123.068184,16,0,"",5991085,1,0,0,0,photo,ready,https://live.staticflickr.com/65535/51794840251_3aae853fa4_s.jpg,75,75,https://live.staticflickr.com/65535/51794840251_3aae853fa4_t.jpg,100,67,https://live.staticflickr.com/65535/51794840251_3aae853fa4_m.jpg,240,160,https://live.staticflickr.com/65535/51794840251_3aae853fa4.jpg,500,333,https://live.staticflickr.com/65535/51794840251_3aae853fa4_z.jpg,640,427,https://live.staticflickr.com/65535/51794840251_3aae853fa4_b.jpg,1024,683,https://live.staticflickr.com/65535/51794840251_3aae853fa4_c.jpg,800,533,https://live.staticflickr.com/65535/51794840251_3aae853fa4_q.jpg,150,150,https://live.staticflickr.com/65535/51794840251_3aae853fa4_n.jpg,320,213,roland,"icicle and then walking to commercial street cafe in the slush and snow january 2, 2021 nikon 1 v2 30-110mm zoom"
51794841226,35034347371@N01,6f5986b35b,65535,66,DSC_0272,1,0,0,9,1641153962,1641154006,2022-01-02 11:04:36,0,0,roland,5485,6,25,slushy snowy snow notrainy clouds cloudy notsunny eastvan eastvancouver kensingtoncedarcottage cedarcottage nikon1v2photo nikon1v2 rolandtanglaophoto vancouver nikon30110mm,"",49.253383,-123.068150,16,0,"",5991085,1,0,0,0,photo,ready,https://live.staticflickr.com/65535/51794841226_6f5986b35b_s.jpg,75,75,https://live.staticflickr.com/65535/51794841226_6f5986b35b_t.jpg,67,100,https://live.staticflickr.com/65535/51794841226_6f5986b35b_m.jpg,160,240,https://live.staticflickr.com/65535/51794841226_6f5986b35b.jpg,333,500,https://live.staticflickr.com/65535/51794841226_6f5986b35b_z.jpg,427,640,https://live.staticflickr.com/65535/51794841226_6f5986b35b_b.jpg,683,1024,https://live.staticflickr.com/65535/51794841226_6f5986b35b_c.jpg,533,800,https://live.staticflickr.com/65535/51794841226_6f5986b35b_q.jpg,150,150,https://live.staticflickr.com/65535/51794841226_6f5986b35b_n.jpg,213,320,roland,"icicle and then walking to commercial street cafe in the slush and snow january 2, 2021 nikon 1 v2 30-110mm zoom"
51794841666,35034347371@N01,d65c38c9b1,65535,66,DSC_0274,1,0,0,9,1641153961,1641154006,2022-01-02 11:05:46,0,0,roland,5485,6,29,slushy snowy snow notrainy clouds cloudy notsunny eastvan eastvancouver kensingtoncedarcottage cedarcottage nikon1v2photo nikon1v2 rolandtanglaophoto vancouver nikon30110mm,"",49.252616,-123.068217,16,0,"",5991085,1,0,0,0,photo,ready,https://live.staticflickr.com/65535/51794841666_d65c38c9b1_s.jpg,75,75,https://live.staticflickr.com/65535/51794841666_d65c38c9b1_t.jpg,67,100,https://live.staticflickr.com/65535/51794841666_d65c38c9b1_m.jpg,160,240,https://live.staticflickr.com/65535/51794841666_d65c38c9b1.jpg,333,500,https://live.staticflickr.com/65535/51794841666_d65c38c9b1_z.jpg,427,640,https://live.staticflickr.com/65535/51794841666_d65c38c9b1_b.jpg,683,1024,https://live.staticflickr.com/65535/51794841666_d65c38c9b1_c.jpg,533,800,https://live.staticflickr.com/65535/51794841666_d65c38c9b1_q.jpg,150,150,https://live.staticflickr.com/65535/51794841666_d65c38c9b1_n.jpg,213,320,roland,"icicle and then walking to commercial street cafe in the slush and snow january 2, 2021 nikon 1 v2 30-110mm zoom"
51794959778,35034347371@N01,255a86b274,65535,66,DSC_0250,1,0,0,9,1641153976,1641154006,2022-01-02 11:00:40,0,0,roland,5485,6,26,slushy snowy snow notrainy clouds cloudy notsunny eastvan eastvancouver kensingtoncedarcottage cedarcottage nikon1v2photo nikon1v2 rolandtanglaophoto vancouver nikon30110mm,"",49.253916,-123.069917,16,0,"",5991085,1,0,0,0,photo,ready,https://live.staticflickr.com/65535/51794959778_255a86b274_s.jpg,75,75,https://live.staticflickr.com/65535/51794959778_255a86b274_t.jpg,67,100,https://live.staticflickr.com/65535/51794959778_255a86b274_m.jpg,160,240,https://live.staticflickr.com/65535/51794959778_255a86b274.jpg,333,500,https://live.staticflickr.com/65535/51794959778_255a86b274_z.jpg,427,640,https://live.staticflickr.com/65535/51794959778_255a86b274_b.jpg,683,1024,https://live.staticflickr.com/65535/51794959778_255a86b274_c.jpg,533,800,https://live.staticflickr.com/65535/51794959778_255a86b274_q.jpg,150,150,https://live.staticflickr.com/65535/51794959778_255a86b274_n.jpg,213,320,roland,"icicle and then walking to commercial street cafe in the slush and snow january 2, 2021 nikon 1 v2 30-110mm zoom"
51794960548,35034347371@N01,0abb318d01,65535,66,DSC_0253,1,0,0,9,1641153974,1641154006,2022-01-02 11:00:44,0,0,roland,5485,6,24,slushy snowy snow notrainy clouds cloudy notsunny eastvan eastvancouver kensingtoncedarcottage cedarcottage nikon1v2photo nikon1v2 rolandtanglaophoto vancouver nikon30110mm,"",49.253916,-123.069817,16,0,"",5991085,1,0,0,0,photo,ready,https://live.staticflickr.com/65535/51794960548_0abb318d01_s.jpg,75,75,https://live.staticflickr.com/65535/51794960548_0abb318d01_t.jpg,100,67,https://live.staticflickr.com/65535/51794960548_0abb318d01_m.jpg,240,160,https://live.staticflickr.com/65535/51794960548_0abb318d01.jpg,500,333,https://live.staticflickr.com/65535/51794960548_0abb318d01_z.jpg,640,427,https://live.staticflickr.com/65535/51794960548_0abb318d01_b.jpg,1024,683,https://live.staticflickr.com/65535/51794960548_0abb318d01_c.jpg,800,533,https://live.staticflickr.com/65535/51794960548_0abb318d01_q.jpg,150,150,https://live.staticflickr.com/65535/51794960548_0abb318d01_n.jpg,320,213,roland,"icicle and then walking to commercial street cafe in the slush and snow january 2, 2021 nikon 1 v2 30-110mm zoom"
51794962193,35034347371@N01,01dafb1b08,65535,66,DSC_0259,1,0,0,9,1641153971,1641154006,2022-01-02 11:02:09,0,0,roland,5485,6,23,slushy snowy snow notrainy clouds cloudy notsunny eastvan eastvancouver kensingtoncedarcottage cedarcottage nikon1v2photo nikon1v2 rolandtanglaophoto vancouver nikon30110mm,"",49.254266,-123.069034,16,0,"",5991085,1,0,0,0,photo,ready,https://live.staticflickr.com/65535/51794962193_01dafb1b08_s.jpg,75,75,https://live.staticflickr.com/65535/51794962193_01dafb1b08_t.jpg,67,100,https://live.staticflickr.com/65535/51794962193_01dafb1b08_m.jpg,160,240,https://live.staticflickr.com/65535/51794962193_01dafb1b08.jpg,333,500,https://live.staticflickr.com/65535/51794962193_01dafb1b08_z.jpg,427,640,https://live.staticflickr.com/65535/51794962193_01dafb1b08_b.jpg,683,1024,https://live.staticflickr.com/65535/51794962193_01dafb1b08_c.jpg,533,800,https://live.staticflickr.com/65535/51794962193_01dafb1b08_q.jpg,150,150,https://live.staticflickr.com/65535/51794962193_01dafb1b08_n.jpg,213,320,roland,"icicle and then walking to commercial street cafe in the slush and snow january 2, 2021 nikon 1 v2 30-110mm zoom"
51794963518,35034347371@N01,1e4e94054b,65535,66,DSC_0264,1,0,0,9,1641153968,1641154006,2022-01-02 11:03:11,0,0,roland,5485,6,25,slushy snowy snow notrainy clouds cloudy notsunny eastvan eastvancouver kensingtoncedarcottage cedarcottage nikon1v2photo nikon1v2 rolandtanglaophoto vancouver nikon30110mm,"",49.254183,-123.068200,16,0,"",5991085,1,0,0,0,photo,ready,https://live.staticflickr.com/65535/51794963518_1e4e94054b_s.jpg,75,75,https://live.staticflickr.com/65535/51794963518_1e4e94054b_t.jpg,100,67,https://live.staticflickr.com/65535/51794963518_1e4e94054b_m.jpg,240,160,https://live.staticflickr.com/65535/51794963518_1e4e94054b.jpg,500,333,https://live.staticflickr.com/65535/51794963518_1e4e94054b_z.jpg,640,427,https://live.staticflickr.com/65535/51794963518_1e4e94054b_b.jpg,1024,683,https://live.staticflickr.com/65535/51794963518_1e4e94054b_c.jpg,800,533,https://live.staticflickr.com/65535/51794963518_1e4e94054b_q.jpg,150,150,https://live.staticflickr.com/65535/51794963518_1e4e94054b_n.jpg,320,213,roland,"icicle and then walking to commercial street cafe in the slush and snow january 2, 2021 nikon 1 v2 30-110mm zoom"
51795203759,35034347371@N01,62f14cbb84,65535,66,DSC_0251,1,0,0,9,1641153975,1641154006,2022-01-02 11:00:43,0,0,roland,5485,6,28,slushy snowy snow notrainy clouds cloudy notsunny eastvan eastvancouver kensingtoncedarcottage cedarcottage nikon1v2photo nikon1v2 rolandtanglaophoto vancouver nikon30110mm,"",49.253933,-123.069850,16,0,"",5991085,1,0,0,0,photo,ready,https://live.staticflickr.com/65535/51795203759_62f14cbb84_s.jpg,75,75,https://live.staticflickr.com/65535/51795203759_62f14cbb84_t.jpg,100,67,https://live.staticflickr.com/65535/51795203759_62f14cbb84_m.jpg,240,160,https://live.staticflickr.com/65535/51795203759_62f14cbb84.jpg,500,333,https://live.staticflickr.com/65535/51795203759_62f14cbb84_z.jpg,640,427,https://live.staticflickr.com/65535/51795203759_62f14cbb84_b.jpg,1024,683,https://live.staticflickr.com/65535/51795203759_62f14cbb84_c.jpg,800,533,https://live.staticflickr.com/65535/51795203759_62f14cbb84_q.jpg,150,150,https://live.staticflickr.com/65535/51795203759_62f14cbb84_n.jpg,320,213,roland,"icicle and then walking to commercial street cafe in the slush and snow january 2, 2021 nikon 1 v2 30-110mm zoom"
51795205669,35034347371@N01,cc3bebda16,65535,66,DSC_0258,1,0,0,9,1641153971,1641154006,2022-01-02 11:01:32,0,0,roland,5485,6,28,slushy snowy snow notrainy clouds cloudy notsunny eastvan eastvancouver kensingtoncedarcottage cedarcottage nikon1v2photo nikon1v2 rolandtanglaophoto vancouver nikon30110mm,"",49.254300,-123.069517,16,0,"",5991085,1,0,0,0,photo,ready,https://live.staticflickr.com/65535/51795205669_cc3bebda16_s.jpg,75,75,https://live.staticflickr.com/65535/51795205669_cc3bebda16_t.jpg,67,100,https://live.staticflickr.com/65535/51795205669_cc3bebda16_m.jpg,160,240,https://live.staticflickr.com/65535/51795205669_cc3bebda16.jpg,333,500,https://live.staticflickr.com/65535/51795205669_cc3bebda16_z.jpg,427,640,https://live.staticflickr.com/65535/51795205669_cc3bebda16_b.jpg,683,1024,https://live.staticflickr.com/65535/51795205669_cc3bebda16_c.jpg,533,800,https://live.staticflickr.com/65535/51795205669_cc3bebda16_q.jpg,150,150,https://live.staticflickr.com/65535/51795205669_cc3bebda16_n.jpg,213,320,roland,"icicle and then walking to commercial street cafe in the slush and snow january 2, 2021 nikon 1 v2 30-110mm zoom"
51795569710,35034347371@N01,3003fb5bce,65535,66,DSC_0256,1,0,0,9,1641153972,1641154006,2022-01-02 11:01:04,0,0,roland,5485,6,62,slushy snowy snow notrainy clouds cloudy notsunny eastvan eastvancouver kensingtoncedarcottage cedarcottage nikon1v2photo nikon1v2 rolandtanglaophoto vancouver nikon30110mm,"",49.253866,-123.069684,16,0,"",5991085,1,0,0,0,photo,ready,https://live.staticflickr.com/65535/51795569710_3003fb5bce_s.jpg,75,75,https://live.staticflickr.com/65535/51795569710_3003fb5bce_t.jpg,67,100,https://live.staticflickr.com/65535/51795569710_3003fb5bce_m.jpg,160,240,https://live.staticflickr.com/65535/51795569710_3003fb5bce.jpg,333,500,https://live.staticflickr.com/65535/51795569710_3003fb5bce_z.jpg,427,640,https://live.staticflickr.com/65535/51795569710_3003fb5bce_b.jpg,683,1024,https://live.staticflickr.com/65535/51795569710_3003fb5bce_c.jpg,533,800,https://live.staticflickr.com/65535/51795569710_3003fb5bce_q.jpg,150,150,https://live.staticflickr.com/65535/51795569710_3003fb5bce_n.jpg,213,320,roland,"icicle and then walking to commercial street cafe in the slush and snow january 2, 2021 nikon 1 v2 30-110mm zoom"
51795570920,35034347371@N01,989fd6f6c7,65535,66,DSC_0261,1,0,0,9,1641153970,1641154006,2022-01-02 11:02:30,0,0,roland,5485,6,24,slushy snowy snow notrainy clouds cloudy notsunny eastvan eastvancouver kensingtoncedarcottage cedarcottage nikon1v2photo nikon1v2 rolandtanglaophoto vancouver nikon30110mm,"",49.254183,-123.068800,16,0,"",5991085,1,0,0,0,photo,ready,https://live.staticflickr.com/65535/51795570920_989fd6f6c7_s.jpg,75,75,https://live.staticflickr.com/65535/51795570920_989fd6f6c7_t.jpg,100,67,https://live.staticflickr.com/65535/51795570920_989fd6f6c7_m.jpg,240,160,https://live.staticflickr.com/65535/51795570920_989fd6f6c7.jpg,500,333,https://live.staticflickr.com/65535/51795570920_989fd6f6c7_z.jpg,640,427,https://live.staticflickr.com/65535/51795570920_989fd6f6c7_b.jpg,1024,683,https://live.staticflickr.com/65535/51795570920_989fd6f6c7_c.jpg,800,533,https://live.staticflickr.com/65535/51795570920_989fd6f6c7_q.jpg,150,150,https://live.staticflickr.com/65535/51795570920_989fd6f6c7_n.jpg,320,213,roland,"icicle and then walking to commercial street cafe in the slush and snow january 2, 2021 nikon 1 v2 30-110mm zoom"
51795571170,35034347371@N01,8de55e01b8,65535,66,DSC_0262,1,0,0,9,1641153969,1641154006,2022-01-02 11:03:03,0,0,roland,5485,6,61,slushy snowy snow notrainy clouds cloudy notsunny eastvan eastvancouver kensingtoncedarcottage cedarcottage nikon1v2photo nikon1v2 rolandtanglaophoto vancouver nikon30110mm,"",49.254166,-123.068284,16,0,"",5991085,1,0,0,0,photo,ready,https://live.staticflickr.com/65535/51795571170_8de55e01b8_s.jpg,75,75,https://live.staticflickr.com/65535/51795571170_8de55e01b8_t.jpg,67,100,https://live.staticflickr.com/65535/51795571170_8de55e01b8_m.jpg,160,240,https://live.staticflickr.com/65535/51795571170_8de55e01b8.jpg,333,500,https://live.staticflickr.com/65535/51795571170_8de55e01b8_z.jpg,427,640,https://live.staticflickr.com/65535/51795571170_8de55e01b8_b.jpg,683,1024,https://live.staticflickr.com/65535/51795571170_8de55e01b8_c.jpg,533,800,https://live.staticflickr.com/65535/51795571170_8de55e01b8_q.jpg,150,150,https://live.staticflickr.com/65535/51795571170_8de55e01b8_n.jpg,213,320,roland,"icicle and then walking to commercial street cafe in the slush and snow january 2, 2021 nikon 1 v2 30-110mm zoom"
